client,street,city,zip,sales_2017,sales_2018,address,tier,sales_potential,trend,h1_2018,h1_2019,lat,lon,account_owner,inpex_mah
Client example 223,,,,,"3,920",example address 223,Tier 4,Low,Extreme Growth (50+),,"4,122",33.5395076,-117.1265739,Owner example 223,type 2
Client example 224,,,,,,example address 224,,,,,,32.8943475,-117.1227641,Owner example 224,type 2
Client example 225,,,,210,332,example address 225,,High,Extreme Loss (-50+),207,11,34.5175441,-117.1210291,Owner example 225,type 2
Client example 226,,,,333,339,example address 226,,Moderate,Extreme Growth (50+),44,130,32.5881962,-117.1127447,Owner example 226,type 2
Client example 227,,,,792,256,example address 227,,High,Extreme Loss (-50+),91,40,33.4955484,-117.1112769,Owner example 227,type 2
Client example 228,,,,2296,"1,220",example address 228,Tier 4,Moderate,Major Growth (20 to 49),409,574,33.603932,-117.1094156,Owner example 228,type 2
Client example 229,,,,,135,example address 229,,,No Sales,,,33.6221139,-117.1032419,Owner example 229,type 2
Client example 230,,,,2674,"2,224",example address 230,Tier 4,High,Extreme Loss (-50+),"1,378",326,33.1417673,-117.0940489,Owner example 230,type 2
Client example 231,,,,20,,example address 231,,,,,,32.7825872,-117.0919659,Owner example 231,type 2
Client example 232,,,,986,"1,526",example address 232,Tier 4,Moderate,Major Growth (20 to 49),940,"1,171",34.0362198,-117.0913704,Owner example 232,type 2
Client example 233,,,,,,example address 233,,,,,,32.6325064,-117.079799,Owner example 233,type 2
Client example 234,,,,,"34,315",example address 234,Tier 3,,Major Growth (20 to 49),"16,071","21,131",32.5932981,-117.0641906,Owner example 234,type 1
Client example 235,,,,,217,example address 235,,,Extreme Loss (-50+),249,,32.5932981,-117.0641906,Owner example 235,type 2
Client example 236,,,,,,example address 236,,Moderate,Extreme Growth (50+),,548,32.6336073,-117.057089,Owner example 236,type 2
Client example 237,,,,,,example address 237,,,,,,32.814087,-117.0527674,Owner example 237,type 2
Client example 238,,,,609,,example address 238,,,,,,33.1146876,-117.0477101,Owner example 238,type 2
Client example 239,,,,,177,example address 239,,,Extreme Growth (50+),70,148,32.6597042,-117.0332616,Owner example 239,type 1
Client example 240,,,,,"65,668",example address 240,Tier 2,,No Growth (-4 to 4),"30,524","30,490",33.1598537,-117.0318966,Owner example 240,type 1
Client example 241,,,,,,example address 241,,,,,,33.2665264,-117.0231804,Owner example 241,type 2
Client example 242,,,,,"3,540",example address 242,Tier 4,,Major Loss (-49 to -20),"9,616","7,017",32.6886995,-117.0180276,Owner example 242,type 1
Client example 243,,,,354,218,example address 243,,,No Sales,,,33.258398,-117.012542,Owner example 243,type 2
Client example 244,,,,8520,"6,116",example address 244,Tier 4,Low,Moderate Loss (-19 to -5),"3,054","2,707",33.7857575,-117.0067027,Owner example 244,type 2
Client example 245,,,,224,268,example address 245,,High,Extreme Loss (-50+),180,20,32.7674597,-116.9972222,Owner example 245,type 2
Client example 246,,,,,,example address 246,,,,,,32.8135029,-116.9790795,Owner example 246,type 2
Client example 247,,,,,"9,312",example address 247,Tier 4,,Major Loss (-49 to -20),"5,494","3,631",34.8816287,-116.9780208,Owner example 247,type 1
Client example 248,,,,,"16,784",example address 248,Tier 3,,Moderate Loss (-19 to -5),"20,825","17,292",33.7827739,-116.9766419,Owner example 248,type 1
Client example 249,,,,,"20,611",example address 249,Tier 3,,Extreme Growth (50+),"7,141","11,379",32.8130405,-116.9752622,Owner example 249,type 1
Client example 250,,,,,"83,516",example address 250,Tier 2,,Moderate Growth (5 to 19),"46,247","50,375",33.7809658,-116.9752162,Owner example 250,type 1
Client example 251,,,,,,example address 251,,,,,,32.8532337,-116.9420534,Owner example 251,type 2
Client example 252,,,,859,232,example address 252,,Low,Extreme Growth (50+),-34,421,33.0211009,-116.9246675,Owner example 252,type 2
Client example 253,,,,,,example address 253,,,,,,33.7411495,-116.8768396,Owner example 253,type 2
Client example 254,,,,544,540,example address 254,,,Extreme Loss (-50+),572,,32.8509708,-116.8718551,Owner example 254,type 2
Client example 255,,,,623,58,example address 255,,,Extreme Loss (-50+),20,,32.8197228,-116.8605273,Owner example 255,type 2
Client example 256,,,,555,"1,087",example address 256,Tier 4,Low,No Growth (-4 to 4),350,350,32.8231667,-116.854453,Owner example 256,type 2
Client example 257,,,,,"12,048",example address 257,Tier 3,,Extreme Growth (50+),"5,971","10,121",35.255789,-116.6861933,Owner example 257,type 1
Client example 258,,,,,"22,303",example address 258,Tier 3,,No Growth (-4 to 4),"10,056","10,058",33.8256236,-116.5116763,Owner example 258,type 1
Client example 259,,,,,"23,390",example address 259,Tier 3,,Extreme Loss (-50+),"14,334","2,039",33.9490633,-116.5007531,Owner example 259,type 1
Client example 260,,,,20,,example address 260,,,,,,33.9184128,-116.4827195,Owner example 260,type 2
Client example 261,,,,1214,"1,854",example address 261,Tier 4,High,Extreme Growth (50+),620,"1,450",34.1239076,-116.4183475,Owner example 261,type 2
Client example 262,,,,,"40,238",example address 262,Tier 3,,Moderate Loss (-19 to -5),"9,726","8,767",33.8279841,-116.4041733,Owner example 262,type 1
Client example 263,,,,,"43,345",example address 263,Tier 3,,Major Growth (20 to 49),"56,563","77,023",33.8278801,-116.4033895,Owner example 263,type 1
Client example 264,,,,887,"2,353",example address 264,Tier 4,Moderate,Extreme Loss (-50+),"1,752",249,33.2669205,-116.3989859,Owner example 264,type 2
Client example 265,,,,,212,example address 265,,High,Moderate Loss (-19 to -5),174,143,34.1353366,-116.293969,Owner example 265,type 2
Client example 266,,,,,"113,270",example address 266,Tier 1,,Extreme Loss (-50+),"26,895","11,683",33.7437182,-116.2152802,Owner example 266,type 1
Client example 267,,,,,"8,202",example address 267,Tier 4,,Moderate Loss (-19 to -5),"3,384","3,076",34.2091308,-116.0467681,Owner example 267,type 1
Client example 268,,,,,58,example address 268,,,No Sales,,,36.222361,-115.9875422,Owner example 268,type 2
Client example 269,,,,5423,"1,388",example address 269,Tier 4,,Extreme Loss (-50+),"1,350",,36.2214812,-115.9870829,Owner example 269,type 2
Client example 270,,,,1056,,example address 270,,,,,,32.8055274,-115.5725181,Owner example 270,type 2
Client example 271,,,,1207,"1,235",example address 271,Tier 4,Moderate,Extreme Growth (50+),483,790,36.218752,-115.3142705,Owner example 271,type 2
Client example 272,,,,821,,example address 272,,,,,,36.1578494,-115.3116101,Owner example 272,type 2
Client example 273,,,,,,example address 273,,,,,,36.2720759,-115.3101037,Owner example 273,type 2
Client example 274,,,,200,98,example address 274,,High,Extreme Growth (50+),20,60,36.3197608,-115.2816517,Owner example 274,type 2
Client example 275,,,,,,example address 275,,,,,,36.1985667,-115.2790819,Owner example 275,type 2
Client example 276,,,,,1037,example address 276,,,Extreme Loss (-50+),500,,36.3079648,-115.2422115,Owner example 276,type 2
Client example 277,,,,144,58,example address 277,,,Extreme Loss (-50+),20,,36.2394353,-115.2234201,Owner example 277,type 2
Client example 278,,,,7204,"16,628",example address 278,Tier 3,Moderate,Major Loss (-49 to -20),"7,428","5,034",36.0885456,-115.2064695,Owner example 278,type 2
Client example 279,,,,521,830,example address 279,,Low,Extreme Growth (50+),165,949,35.9935798,-115.1600593,Owner example 279,type 2
Client example 280,,,,3871,"2,426",example address 280,Tier 4,Moderate,Major Loss (-49 to -20),"1,375",934,36.1579436,-115.1438696,Owner example 280,type 2
Client example 281,,,,,"2,687",example address 281,Tier 4,Moderate,Major Growth (20 to 49),349,489,36.1881103,-115.1360872,Owner example 281,type 2
Client example 282,,,,,,example address 282,,,,,,36.010836,-115.1339795,Owner example 282,type 2
Client example 283,,,,1922,98,example address 283,,High,No Growth (-4 to 4),20,20,36.1014013,-115.132636,Owner example 283,type 2
Client example 284,,,,3669,"4,197",example address 284,Tier 4,Moderate,Extreme Growth (50+),"1,566","2,457",36.0563758,-115.1163123,Owner example 284,type 2
Client example 285,,,,,,example address 285,,,,,,36.151274,-115.1155185,Owner example 285,type 2
Client example 286,,,,,"304,837",example address 286,Tier 1,,Major Loss (-49 to -20),"165,949","128,885",36.1764803,-115.106554,Owner example 286,type 1
Client example 287,,,,3963,"4,178",example address 287,Tier 4,Moderate,Major Loss (-49 to -20),"2,234","1,745",36.0445055,-115.0911493,Owner example 287,type 2
Client example 288,,,,,"10,560",example address 288,Tier 3,,Moderate Growth (5 to 19),"4,573","5,009",36.2370845,-115.0485733,Owner example 288,type 1
Client example 289,,,,,"13,663",example address 289,Tier 3,,No Growth (-4 to 4),"6,655","6,861",36.0298863,-114.9823695,Owner example 289,type 1
Client example 290,,,,,287,example address 290,,,Extreme Loss (-50+),249,,36.0298863,-114.9823695,Owner example 290,type 2
Client example 291,,,,208,69,example address 291,,High,Extreme Growth (50+),20,60,36.0432952,-114.9508063,Owner example 291,type 2
Client example 292,,,,533,318,example address 292,,Moderate,Moderate Growth (5 to 19),119,128,35.9779601,-114.8259385,Owner example 292,type 2
Client example 293,,,,,,example address 293,,,,,,33.5992659,-112.0149642,Owner example 293,type 2
Client example 294,,,,,,example address 294,,,,,,33.321555,-111.709554,Owner example 294,type 2
Client example 295,,,,3074,"2,933",example address 295,Tier 4,Moderate,Major Loss (-49 to -20),"2,058","1,140",31.8384557,-106.1572896,Owner example 295,type 2
Client example 296,,,,5119,"6,012",example address 296,Tier 4,Low,Major Growth (20 to 49),"2,897","3,958",30.6006277,-103.8799455,Owner example 296,type 2
Client example 297,,,,3329,"19,161",example address 297,Tier 3,Low,No Growth (-4 to 4),"10,718","11,010",31.8407575,-102.456002,Owner example 297,type 2
Client example 298,,,,287,195,example address 298,,High,Extreme Growth (50+),11,40,34.8227474,-102.4210657,Owner example 298,type 2
Client example 299,,,,,287,example address 299,,,Extreme Loss (-50+),249,,31.8798522,-102.3965047,Owner example 299,type 2
Client example 300,,,,,,example address 300,,,,,,32.0517984,-102.1698607,Owner example 300,type 2
Client example 301,,,,1998,,example address 301,,,,,,32.0440112,-102.061184,Owner example 301,type 2
Client example 302,,,,,,example address 302,,,,,,33.5183491,-101.9211834,Owner example 302,type 2
Client example 303,,,,5375,"7,151",example address 303,Tier 4,Low,Major Loss (-49 to -20),"3,186","2,461",33.5322018,-101.8800858,Owner example 303,type 2
Client example 304,,,,2410,"2,554",example address 304,Tier 4,Moderate,Major Loss (-49 to -20),"1,479",914,33.4112058,-101.8716556,Owner example 304,type 2
Client example 305,,,,,,example address 305,,,,,,33.5807597,-101.8431587,Owner example 305,type 2
Client example 306,,,,344,"16,926",example address 306,Tier 3,Moderate,Extreme Growth (50+),60,"22,970",33.5329052,-101.7992312,Owner example 306,type 2
Client example 307,,,,,,example address 307,,,,,,34.1761364,-101.7028724,Owner example 307,type 2
Client example 308,,,,424,198,example address 308,,High,Major Loss (-49 to -20),140,100,32.2352257,-101.5130161,Owner example 308,type 2
Client example 309,,,,,249,example address 309,,,,211,,32.2354929,-101.4575361,Owner example 309,type 2
Client example 310,,,,379,1007,example address 310,,Moderate,No Growth (-4 to 4),305,302,33.6599149,-101.2495399,Owner example 310,type 2
Client example 311,,,,255,78,example address 311,,,Extreme Loss (-50+),20,,29.4093428,-100.9204232,Owner example 311,type 2
Client example 312,,,,384,775,example address 312,,Moderate,Extreme Growth (50+),412,821,31.3788555,-100.4408556,Owner example 312,type 2
Client example 313,,,,11620,"15,874",example address 313,Tier 3,Moderate,Major Growth (20 to 49),"4,186","5,216",31.5275144,-100.4372195,Owner example 313,type 2
Client example 314,,,,,,example address 314,,,,,,32.4527474,-99.7505741,Owner example 314,type 2
Client example 315,,,,,"6,014",example address 315,Tier 4,,Extreme Growth (50+),249,"8,923",32.4187305,-99.7350687,Owner example 315,type 1
Client example 316,,,,,"19,330",example address 316,Tier 3,,Extreme Loss (-50+),"12,816",,32.4187305,-99.7350687,Owner example 316,type 1
Client example 317,,,,4489,"1,050",example address 317,Tier 4,Moderate,Extreme Growth (50+),,773,27.5198091,-99.5206157,Owner example 317,type 2
Client example 318,,,,,,example address 318,,,,,,30.073509,-99.2154784,Owner example 318,type 2
Client example 319,,,,,,example address 319,,,,,,29.7271312,-99.0721335,Owner example 319,type 2
Client example 320,,,,11139,"3,808",example address 320,Tier 4,Moderate,Extreme Growth (50+),"1,430","6,917",31.6660147,-98.9828677,Owner example 320,type 2
Client example 321,,,,,"3,808",example address 321,Tier 4,,Extreme Growth (50+),"1,430","6,916",31.6660147,-98.9828677,Owner example 321,type 1
Client example 322,,,,,,example address 322,,,,,,29.6424812,-98.9412104,Owner example 322,type 2
Client example 323,,,,494,"3,528",example address 323,Tier 4,Moderate,Major Growth (20 to 49),288,413,30.2413442,-98.9006978,Owner example 323,type 2
Client example 324,,,,,78,example address 324,,,Extreme Loss (-50+),40,,29.743234,-98.86409,Owner example 324,type 2
Client example 325,,,,1707,"4,745",example address 325,Tier 4,Low,Moderate Growth (5 to 19),"2,105","2,241",29.3826687,-98.7394014,Owner example 325,type 2
Client example 326,,,,91,,example address 326,,,,,,29.7871823,-98.7288259,Owner example 326,type 2
Client example 327,,,,7034,"6,725",example address 327,Tier 4,Low,Extreme Growth (50+),"2,597","6,014",29.5185784,-98.7023767,Owner example 327,type 2
Client example 328,,,,186,"1,337",example address 328,Tier 4,Moderate,Extreme Growth (50+),323,679,29.4414333,-98.6876304,Owner example 328,type 2
Client example 329,,,,1667,"1,538",example address 329,Tier 4,Low,Moderate Growth (5 to 19),760,895,29.725563,-98.6707077,Owner example 329,type 2
Client example 330,,,,955,229,example address 330,,Moderate,Extreme Growth (50+),91,167,29.4985288,-98.6597363,Owner example 330,type 2
Client example 331,,,,,"1,462",example address 331,Tier 4,Moderate,Extreme Growth (50+),,"3,595",29.2975,-98.651987,Owner example 331,type 2
Client example 332,,,,394,118,example address 332,,,Extreme Loss (-50+),60,,29.4958117,-98.6186188,Owner example 332,type 2
Client example 333,,,,2372,"2,144",example address 333,Tier 4,Moderate,Extreme Loss (-50+),528,248,29.5072652,-98.6125673,Owner example 333,type 2
Client example 334,,,,,58,example address 334,,,Extreme Loss (-50+),20,,29.216862,-98.611711,Owner example 334,type 2
Client example 335,,,,,"49,507",example address 335,Tier 3,,Extreme Loss (-50+),"44,294",973,33.879633,-98.60836,Owner example 335,type 1
Client example 336,,,,,,example address 336,,,,,,29.5531055,-98.5945107,Owner example 336,type 2
Client example 337,,,,,"6,979",example address 337,Tier 4,,Moderate Growth (5 to 19),"3,478","3,802",33.9414291,-98.582264,Owner example 337,type 1
Client example 338,,,,4049,"8,273",example address 338,Tier 4,Moderate,No Growth (-4 to 4),"4,129","4,263",33.1219966,-98.5541191,Owner example 338,type 2
Client example 339,,,,,,example address 339,,,,,,29.4116008,-98.5096531,Owner example 339,type 2
Client example 340,,,,308,375,example address 340,,,No Sales,,,30.0139916,-98.5047212,Owner example 340,type 2
Client example 341,,,,,"207,220",example address 341,Tier 1,,Extreme Growth (50+),"106,886","183,277",33.9227875,-98.4957874,Owner example 341,type 1
Client example 342,,,,5316,"9,722",example address 342,Tier 4,Moderate,Extreme Growth (50+),"3,803","7,616",33.8672158,-98.4872048,Owner example 342,type 2
Client example 343,,,,352,139,example address 343,,,Extreme Loss (-50+),101,,29.145414,-98.486478,Owner example 343,type 2
Client example 344,,,,,,example address 344,,,,,,29.2194837,-98.4839612,Owner example 344,type 2
